"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2023-05-09",25295,"3B","T",1330,1630,"Dm","2023-05-08T08:21:22Z"
1,"2023-05-09",30141,"3C","P",1700,2000,"EM","2023-05-08T08:21:22Z"
1,"2023-05-09",29752,"4B","P",2030,2200,NA,"2023-05-08T08:21:22Z"
1,"2023-05-09",22327,"4C","F",2400,2400,NA,"2023-05-08T08:21:22Z"
1,"2023-05-09",20474,"1F","F",30,30,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",19687,"1S","T",100,130,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",19461,"1A","P",200,300,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",18809,"4","F",400,400,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",18655,"1B","T",430,730,"Om","2023-05-08T11:43:43Z"
1,"2023-05-09",27750,"2F","P",800,900,"DM","2023-05-08T11:43:43Z"
1,"2023-05-09",27510,"2A","P",930,1030,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",26118,"2B","P",1100,1300,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",24605,"3B","T",1330,1630,"Dm","2023-05-08T11:43:43Z"
1,"2023-05-09",29127,"3C","P",1700,2000,"EM","2023-05-08T11:43:43Z"
1,"2023-05-09",28737,"4B","P",2030,2200,NA,"2023-05-08T11:43:43Z"
1,"2023-05-09",22320,"4C","F",2400,2400,NA,"2023-05-08T11:43:43Z"
1,"2023-05-10",20955,"1F","F",30,30,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",20055,"1S","T",100,130,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",19964,"1A","P",200,300,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",18858,"4","F",400,400,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",18812,"1B","T",430,730,"Om","2023-05-09T08:38:46Z"
1,"2023-05-10",27256,"2F","P",800,900,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",27346,"2A","P",930,1030,"DM","2023-05-09T08:38:46Z"
1,"2023-05-10",26410,"2B","P",1100,1300,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",25666,"3B","T",1330,1630,"Dm","2023-05-09T08:38:46Z"
1,"2023-05-10",30399,"3C","P",1700,2000,"EM","2023-05-09T08:38:46Z"
1,"2023-05-10",30109,"4B","P",2030,2200,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",22749,"4C","F",2400,2400,NA,"2023-05-09T08:38:46Z"
1,"2023-05-10",21267,"1F","F",30,30,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",20151,"1S","T",100,130,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",19955,"1A","P",200,300,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",19006,"4","F",400,400,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",19005,"1B","T",430,730,"Om","2023-05-09T11:40:08Z"
1,"2023-05-10",27158,"2F","P",800,900,"DM","2023-05-09T11:40:08Z"
1,"2023-05-10",27092,"2A","P",930,1030,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",26521,"2B","P",1100,1300,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",26047,"3B","T",1330,1630,"Dm","2023-05-09T11:40:08Z"
1,"2023-05-10",30136,"3C","P",1700,2000,"EM","2023-05-09T11:40:08Z"
1,"2023-05-10",29698,"4B","P",2030,2200,NA,"2023-05-09T11:40:08Z"
1,"2023-05-10",22712,"4C","F",2400,2400,NA,"2023-05-09T11:40:08Z"
1,"2023-05-11",21542,"1F","F",30,30,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",20885,"1S","T",100,130,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",20739,"1A","P",200,300,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",19810,"4","F",400,400,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",19583,"1B","T",430,730,"Om","2023-05-10T08:44:25Z"
1,"2023-05-11",28691,"2F","P",800,900,"DM","2023-05-10T08:44:25Z"
1,"2023-05-11",28319,"2A","P",930,1030,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",26948,"2B","P",1100,1300,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",25732,"3B","T",1330,1630,"Dm","2023-05-10T08:44:25Z"
1,"2023-05-11",30468,"3C","P",1700,2000,"EM","2023-05-10T08:44:25Z"
1,"2023-05-11",30325,"4B","P",2030,2200,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",22617,"4C","F",2400,2400,NA,"2023-05-10T08:44:25Z"
1,"2023-05-11",21543,"1F","F",30,30,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",20803,"1S","T",100,130,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",20739,"1A","P",200,300,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",19630,"4","F",400,400,"Om","2023-05-10T11:41:54Z"
1,"2023-05-11",19634,"1B","T",430,730,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",28456,"2F","P",800,900,"DM","2023-05-10T11:41:54Z"
1,"2023-05-11",28037,"2A","P",930,1030,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",26283,"2B","P",1100,1300,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",25536,"3B","T",1330,1630,"Dm","2023-05-10T11:41:54Z"
1,"2023-05-11",30691,"3C","P",1700,2000,"EM","2023-05-10T11:41:54Z"
1,"2023-05-11",30345,"4B","P",2030,2200,NA,"2023-05-10T11:41:54Z"
1,"2023-05-11",22625,"4C","F",2400,2400,NA,"2023-05-10T11:41:54Z"
1,"2023-05-12",21303,"1F","F",30,30,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",20490,"1S","T",100,130,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",20159,"1A","P",200,300,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",18977,"4","F",400,400,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",18717,"1B","T",430,730,"Om","2023-05-11T08:29:50Z"
1,"2023-05-12",28531,"2F","P",800,900,"DM","2023-05-11T08:29:50Z"
1,"2023-05-12",28510,"2A","P",930,1030,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",26854,"2B","P",1100,1300,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",24996,"3B","T",1330,1630,"Dm","2023-05-11T08:29:50Z"
1,"2023-05-12",28790,"3C","P",1700,2000,"EM","2023-05-11T08:29:50Z"
1,"2023-05-12",28295,"4B","P",2030,2200,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",21938,"4C","F",2400,2400,NA,"2023-05-11T08:29:50Z"
1,"2023-05-12",21349,"1F","F",30,30,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",20450,"1S","T",100,130,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",20076,"1A","P",200,300,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",19059,"4","F",400,400,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",18837,"1B","T",430,730,"Om","2023-05-11T11:28:01Z"
1,"2023-05-12",28202,"2F","P",800,900,"DM","2023-05-11T11:28:01Z"
1,"2023-05-12",28049,"2A","P",930,1030,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",26503,"2B","P",1100,1300,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",25600,"3B","T",1330,1630,"Dm","2023-05-11T11:28:01Z"
1,"2023-05-12",28878,"3C","P",1700,2000,"EM","2023-05-11T11:28:01Z"
1,"2023-05-12",28401,"4B","P",2030,2200,NA,"2023-05-11T11:28:01Z"
1,"2023-05-12",21798,"4C","F",2400,2400,NA,"2023-05-11T11:28:01Z"
1,"2023-05-13",20772,"1F","F",30,30,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",20012,"1S","T",100,130,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",19989,"1A","P",200,300,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",18999,"4","F",400,400,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",18261,"1B","T",430,730,"Om","2023-05-12T08:42:13Z"
1,"2023-05-13",23378,"2F","P",800,900,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",23724,"2A","P",930,1030,"DM","2023-05-12T08:42:13Z"
1,"2023-05-13",22717,"2B","P",1100,1300,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",19043,"3B","T",1330,1630,"Dm","2023-05-12T08:42:13Z"
1,"2023-05-13",25969,"3C","P",1700,2000,"EM","2023-05-12T08:42:13Z"
1,"2023-05-13",25847,"4B","P",2030,2200,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",21562,"4C","F",2400,2400,NA,"2023-05-12T08:42:13Z"
1,"2023-05-13",20621,"1F","F",30,30,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",19902,"1S","T",100,130,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",19896,"1A","P",200,300,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",18848,"4","F",400,400,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",18066,"1B","T",430,730,"Om","2023-05-12T11:38:25Z"
1,"2023-05-13",23391,"2F","P",800,900,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",23770,"2A","P",930,1030,"DM","2023-05-12T11:38:25Z"
1,"2023-05-13",22728,"2B","P",1100,1300,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",19068,"3B","T",1330,1630,"Dm","2023-05-12T11:38:25Z"
1,"2023-05-13",26206,"3C","P",1700,2000,"EM","2023-05-12T11:38:25Z"
1,"2023-05-13",26098,"4B","P",2030,2200,NA,"2023-05-12T11:38:25Z"
1,"2023-05-13",21660,"4C","F",2400,2400,NA,"2023-05-12T11:38:25Z"
1,"2023-05-14",20165,"1F","F",30,30,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",19416,"1S","T",100,130,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",19315,"1A","P",200,300,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",17944,"4","F",400,400,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",17209,"1B","T",430,730,"Om","2023-05-13T08:40:58Z"
1,"2023-05-14",20276,"2F","P",800,900,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",20839,"2A","P",930,1030,"DM","2023-05-13T08:40:58Z"
1,"2023-05-14",20804,"2B","P",1100,1300,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",20143,"3B","T",1330,1630,"Dm","2023-05-13T08:40:58Z"
1,"2023-05-14",26726,"3C","P",1700,2000,"EM","2023-05-13T08:40:58Z"
1,"2023-05-14",26047,"4B","P",2030,2200,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",19911,"4C","F",2400,2400,NA,"2023-05-13T08:40:58Z"
1,"2023-05-14",20190,"1F","F",30,30,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",19425,"1S","T",100,130,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",19316,"1A","P",200,300,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",17957,"4","F",400,400,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",17230,"1B","T",430,730,"Om","2023-05-13T11:42:01Z"
1,"2023-05-14",20333,"2F","P",800,900,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",20903,"2A","P",930,1030,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",20975,"2B","P",1100,1300,"DM","2023-05-13T11:42:01Z"
1,"2023-05-14",20390,"3B","T",1330,1630,"Dm","2023-05-13T11:42:01Z"
1,"2023-05-14",26790,"3C","P",1700,2000,"EM","2023-05-13T11:42:01Z"
1,"2023-05-14",26282,"4B","P",2030,2200,NA,"2023-05-13T11:42:01Z"
1,"2023-05-14",20039,"4C","F",2400,2400,NA,"2023-05-13T11:42:01Z"
1,"2023-05-15",19252,"1F","F",30,30,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",18394,"1S","T",100,130,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",18414,"1A","P",200,300,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",17261,"4","F",400,400,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",17012,"1B","T",430,730,"Om","2023-05-14T08:34:46Z"
1,"2023-05-15",25603,"2F","P",800,900,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",25627,"2A","P",930,1030,"DM","2023-05-14T08:34:46Z"
1,"2023-05-15",24360,"2B","P",1100,1300,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",23311,"3B","T",1330,1630,"Dm","2023-05-14T08:34:46Z"
1,"2023-05-15",28930,"3C","P",1700,2000,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",28982,"4B","P",2030,2200,"EM","2023-05-14T08:34:46Z"
1,"2023-05-15",21560,"4C","F",2400,2400,NA,"2023-05-14T08:34:46Z"
1,"2023-05-15",19380,"1F","F",30,30,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",18670,"1S","T",100,130,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",18543,"1A","P",200,300,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",17255,"4","F",400,400,"Om","2023-05-14T11:31:29Z"
1,"2023-05-15",17355,"1B","T",430,730,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",26157,"2F","P",800,900,"DM","2023-05-14T11:31:29Z"
1,"2023-05-15",25626,"2A","P",930,1030,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",24222,"2B","P",1100,1300,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",23006,"3B","T",1330,1630,"Dm","2023-05-14T11:31:29Z"
1,"2023-05-15",29269,"3C","P",1700,2000,"EM","2023-05-14T11:31:29Z"
1,"2023-05-15",28936,"4B","P",2030,2200,NA,"2023-05-14T11:31:29Z"
1,"2023-05-15",21461,"4C","F",2400,2400,NA,"2023-05-14T11:31:29Z"
1,"2023-05-16",20790,"1F","F",30,30,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",20060,"1S","T",100,130,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",19986,"1A","P",200,300,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",18702,"4","F",400,400,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",18666,"1B","T",430,730,"Om","2023-05-15T08:32:16Z"
1,"2023-05-16",26195,"2F","P",800,900,"DM","2023-05-15T08:32:16Z"
1,"2023-05-16",25336,"2A","P",930,1030,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",23711,"2B","P",1100,1300,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",23232,"3B","T",1330,1630,"Dm","2023-05-15T08:32:16Z"
1,"2023-05-16",29514,"3C","P",1700,2000,"EM","2023-05-15T08:32:16Z"
1,"2023-05-16",29183,"4B","P",2030,2200,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",22206,"4C","F",2400,2400,NA,"2023-05-15T08:32:16Z"
1,"2023-05-16",20789,"1F","F",30,30,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",20059,"1S","T",100,130,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",19986,"1A","P",200,300,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",18701,"4","F",400,400,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",18664,"1B","T",430,730,"Om","2023-05-15T11:25:12Z"
1,"2023-05-16",25712,"2F","P",800,900,"DM","2023-05-15T11:25:12Z"
1,"2023-05-16",24740,"2A","P",930,1030,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",23468,"2B","P",1100,1300,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",23200,"3B","T",1330,1630,"Dm","2023-05-15T11:25:12Z"
1,"2023-05-16",29530,"3C","P",1700,2000,"EM","2023-05-15T11:25:12Z"
1,"2023-05-16",29206,"4B","P",2030,2200,NA,"2023-05-15T11:25:12Z"
1,"2023-05-16",22214,"4C","F",2400,2400,NA,"2023-05-15T11:25:12Z"
1,"2023-05-17",21434,"1F","F",30,30,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",20563,"1S","T",100,130,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",20607,"1A","P",200,300,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",19550,"4","F",400,400,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",19465,"1B","T",430,730,"Om","2023-05-16T08:24:12Z"
1,"2023-05-17",27203,"2F","P",800,900,"DM","2023-05-16T08:24:12Z"
1,"2023-05-17",26813,"2A","P",930,1030,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",25585,"2B","P",1100,1300,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",23965,"3B","T",1330,1630,"Dm","2023-05-16T08:24:12Z"
1,"2023-05-17",29685,"3C","P",1700,2000,"EM","2023-05-16T08:24:12Z"
1,"2023-05-17",28864,"4B","P",2030,2200,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",22180,"4C","F",2400,2400,NA,"2023-05-16T08:24:12Z"
1,"2023-05-17",21438,"1F","F",30,30,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",20570,"1S","T",100,130,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",20616,"1A","P",200,300,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",19549,"4","F",400,400,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",19463,"1B","T",430,730,"Om","2023-05-16T11:28:02Z"
1,"2023-05-17",27180,"2F","P",800,900,"DM","2023-05-16T11:28:02Z"
1,"2023-05-17",26769,"2A","P",930,1030,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",25444,"2B","P",1100,1300,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",24210,"3B","T",1330,1630,"Dm","2023-05-16T11:28:02Z"
1,"2023-05-17",29712,"3C","P",1700,2000,"EM","2023-05-16T11:28:02Z"
1,"2023-05-17",28824,"4B","P",2030,2200,NA,"2023-05-16T11:28:02Z"
1,"2023-05-17",22168,"4C","F",2400,2400,NA,"2023-05-16T11:28:02Z"
1,"2023-05-18",21470,"1F","F",30,30,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",20498,"1S","T",100,130,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",20500,"1A","P",200,300,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",19396,"4","F",400,400,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",19308,"1B","T",430,730,"Om","2023-05-17T08:31:57Z"
1,"2023-05-18",27904,"2F","P",800,900,"DM","2023-05-17T08:31:57Z"
1,"2023-05-18",27640,"2A","P",930,1030,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",26312,"2B","P",1100,1300,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",25145,"3B","T",1330,1630,"Dm","2023-05-17T08:31:57Z"
1,"2023-05-18",29926,"3C","P",1700,2000,"EM","2023-05-17T08:31:57Z"
1,"2023-05-18",29233,"4B","P",2030,2200,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",22505,"4C","F",2400,2400,NA,"2023-05-17T08:31:57Z"
1,"2023-05-18",21466,"1F","F",30,30,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",20495,"1S","T",100,130,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",20497,"1A","P",200,300,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",19382,"4","F",400,400,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",19290,"1B","T",430,730,"Om","2023-05-17T11:31:39Z"
1,"2023-05-18",27715,"2F","P",800,900,"DM","2023-05-17T11:31:39Z"
1,"2023-05-18",27367,"2A","P",930,1030,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",26055,"2B","P",1100,1300,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",24914,"3B","T",1330,1630,"Dm","2023-05-17T11:31:39Z"
1,"2023-05-18",30024,"3C","P",1700,2000,"EM","2023-05-17T11:31:39Z"
1,"2023-05-18",29374,"4B","P",2030,2200,NA,"2023-05-17T11:31:39Z"
1,"2023-05-18",22486,"4C","F",2400,2400,NA,"2023-05-17T11:31:39Z"
1,"2023-05-19",21459,"1F","F",30,30,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",20588,"1S","T",100,130,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",20486,"1A","P",200,300,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",19560,"4","F",400,400,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",19458,"1B","T",430,730,"Om","2023-05-18T08:37:15Z"
1,"2023-05-19",28242,"2F","P",800,900,"DM","2023-05-18T08:37:15Z"
1,"2023-05-19",28077,"2A","P",930,1030,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",27328,"2B","P",1100,1300,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",24974,"3B","T",1330,1630,"Dm","2023-05-18T08:37:15Z"
1,"2023-05-19",28449,"3C","P",1700,2000,"EM","2023-05-18T08:37:15Z"
1,"2023-05-19",27669,"4B","P",2030,2200,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",22408,"4C","F",2400,2400,NA,"2023-05-18T08:37:15Z"
1,"2023-05-19",21458,"1F","F",30,30,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",20588,"1S","T",100,130,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",20487,"1A","P",200,300,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",19598,"4","F",400,400,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",19494,"1B","T",430,730,"Om","2023-05-18T11:34:10Z"
1,"2023-05-19",27974,"2F","P",800,900,"DM","2023-05-18T11:34:10Z"
1,"2023-05-19",27778,"2A","P",930,1030,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",26951,"2B","P",1100,1300,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",24571,"3B","T",1330,1630,"Dm","2023-05-18T11:34:10Z"
1,"2023-05-19",28427,"3C","P",1700,2000,"EM","2023-05-18T11:34:10Z"
1,"2023-05-19",27629,"4B","P",2030,2200,NA,"2023-05-18T11:34:10Z"
1,"2023-05-19",21913,"4C","F",2400,2400,NA,"2023-05-18T11:34:10Z"
1,"2023-05-20",20789,"1F","F",30,30,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",19732,"1S","T",100,130,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",19758,"1A","P",200,300,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",18534,"4","F",400,400,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",18113,"1B","T",430,730,"Om","2023-05-19T08:43:59Z"
1,"2023-05-20",21283,"2F","P",800,900,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",21292,"2A","P",930,1030,"DM","2023-05-19T08:43:59Z"
1,"2023-05-20",20216,"2B","P",1100,1300,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",18299,"3B","T",1330,1630,"Dm","2023-05-19T08:43:59Z"
1,"2023-05-20",24745,"3C","P",1700,2000,"EM","2023-05-19T08:43:59Z"
1,"2023-05-20",24657,"4B","P",2030,2200,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",21096,"4C","F",2400,2400,NA,"2023-05-19T08:43:59Z"
1,"2023-05-20",20789,"1F","F",30,30,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",19733,"1S","T",100,130,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",19759,"1A","P",200,300,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",18468,"4","F",400,400,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",17999,"1B","T",430,730,"Om","2023-05-19T11:33:38Z"
1,"2023-05-20",21035,"2F","P",800,900,"DM","2023-05-19T11:33:38Z"
1,"2023-05-20",20998,"2A","P",930,1030,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",20086,"2B","P",1100,1300,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",18490,"3B","T",1330,1630,"Dm","2023-05-19T11:33:38Z"
1,"2023-05-20",25270,"3C","P",1700,2000,"EM","2023-05-19T11:33:38Z"
1,"2023-05-20",25199,"4B","P",2030,2200,NA,"2023-05-19T11:33:38Z"
1,"2023-05-20",21002,"4C","F",2400,2400,NA,"2023-05-19T11:33:38Z"
1,"2023-05-21",20013,"1F","F",30,30,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",19026,"1S","T",100,130,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",18976,"1A","P",200,300,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",17921,"4","F",400,400,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",16876,"1B","T",430,730,"Om","2023-05-20T08:43:38Z"
1,"2023-05-21",18593,"2F","P",800,900,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",19035,"2A","P",930,1030,"DM","2023-05-20T08:43:38Z"
1,"2023-05-21",18717,"2B","P",1100,1300,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",17639,"3B","T",1330,1630,"Dm","2023-05-20T08:43:38Z"
1,"2023-05-21",24743,"3C","P",1700,2000,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",25133,"4B","P",2030,2200,"EM","2023-05-20T08:43:38Z"
1,"2023-05-21",20174,"4C","F",2400,2400,NA,"2023-05-20T08:43:38Z"
1,"2023-05-21",20012,"1F","F",30,30,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",19025,"1S","T",100,130,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",18975,"1A","P",200,300,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",17863,"4","F",400,400,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",16743,"1B","T",430,730,"Om","2023-05-20T11:44:44Z"
1,"2023-05-21",18262,"2F","P",800,900,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",18697,"2A","P",930,1030,"DM","2023-05-20T11:44:44Z"
1,"2023-05-21",18588,"2B","P",1100,1300,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",17868,"3B","T",1330,1630,"Dm","2023-05-20T11:44:44Z"
1,"2023-05-21",24793,"3C","P",1700,2000,NA,"2023-05-20T11:44:44Z"
1,"2023-05-21",25418,"4B","P",2030,2200,"EM","2023-05-20T11:44:44Z"
1,"2023-05-21",20161,"4C","F",2400,2400,NA,"2023-05-20T11:44:44Z"
1,"2023-05-22",19160,"1F","F",30,30,NA,"2023-05-21T08:42:09Z"
1,"2023-05-22",18662,"1S","T",100,130,NA,"2023-05-21T08:42:09Z"
