"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2020-11-27",26532,"1F","F",30,30,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",26903,"1A","P",100,230,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",25357,"03","F",300,300,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",24615,"4","F",400,400,"Om","2020-11-26T08:38:32Z"
1,"2020-11-27",24713,"1B","T",430,730,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",38700,"2F","P",800,900,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",39357,"2A","P",930,1030,"DM","2020-11-26T08:38:32Z"
1,"2020-11-27",39338,"2B","P",1100,1300,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",38481,"3B","T",1330,1630,"Dm","2020-11-26T08:38:32Z"
1,"2020-11-27",43506,"DP","P",1700,1930,"EM","2020-11-26T08:38:32Z"
1,"2020-11-27",35445,"4B","F",2100,2100,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",26616,"4C","F",2400,2400,NA,"2020-11-26T08:38:32Z"
1,"2020-11-27",26484,"1F","F",30,30,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",26851,"1A","P",100,230,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",25208,"03","F",300,300,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",24420,"4","F",400,400,"Om","2020-11-26T11:31:25Z"
1,"2020-11-27",24500,"1B","T",430,730,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",38952,"2F","P",800,900,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",39779,"2A","P",930,1030,"DM","2020-11-26T11:31:25Z"
1,"2020-11-27",39406,"2B","P",1100,1300,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",38479,"3B","T",1330,1630,"Dm","2020-11-26T11:31:25Z"
1,"2020-11-27",43333,"DP","P",1700,1930,"EM","2020-11-26T11:31:25Z"
1,"2020-11-27",35252,"4B","F",2100,2100,NA,"2020-11-26T11:31:25Z"
1,"2020-11-27",26462,"4C","F",2400,2400,NA,"2020-11-26T11:31:25Z"
1,"2020-11-28",26319,"1F","F",30,30,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",26516,"1A","P",100,230,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",24470,"03","F",300,300,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",23524,"4","F",400,400,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",22899,"1B","T",430,730,"Om","2020-11-27T08:37:21Z"
1,"2020-11-28",31851,"2F","P",800,900,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",33741,"2A","P",930,1030,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",34862,"2B","P",1100,1300,"DM","2020-11-27T08:37:21Z"
1,"2020-11-28",34165,"3B","T",1330,1630,"Dm","2020-11-27T08:37:21Z"
1,"2020-11-28",39568,"DP","P",1700,1930,"EM","2020-11-27T08:37:21Z"
1,"2020-11-28",32829,"4B","F",2100,2100,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",25569,"4C","F",2400,2400,NA,"2020-11-27T08:37:21Z"
1,"2020-11-28",26248,"1F","F",30,30,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",26444,"1A","P",100,230,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",24390,"03","F",300,300,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",23440,"4","F",400,400,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",22806,"1B","T",430,730,"Om","2020-11-27T11:11:31Z"
1,"2020-11-28",31669,"2F","P",800,900,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",33489,"2A","P",930,1030,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",34645,"2B","P",1100,1300,"DM","2020-11-27T11:11:31Z"
1,"2020-11-28",33973,"3B","T",1330,1630,"Dm","2020-11-27T11:11:31Z"
1,"2020-11-28",39424,"DP","P",1700,1930,"EM","2020-11-27T11:11:31Z"
1,"2020-11-28",32711,"4B","F",2100,2100,NA,"2020-11-27T11:11:31Z"
1,"2020-11-28",25472,"4C","F",2400,2400,NA,"2020-11-27T11:11:31Z"
1,"2020-11-29",25481,"1F","F",30,30,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",25696,"1A","P",100,230,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",23652,"03","F",300,300,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",22720,"4","F",400,400,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",22250,"1B","T",430,730,"Om","2020-11-28T08:23:50Z"
1,"2020-11-29",29040,"2F","P",800,900,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",32457,"2A","P",930,1030,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",34985,"2B","P",1100,1300,"DM","2020-11-28T08:23:50Z"
1,"2020-11-29",34796,"3B","T",1330,1630,"Dm","2020-11-28T08:23:50Z"
1,"2020-11-29",41526,"DP","P",1700,1930,"EM","2020-11-28T08:23:50Z"
1,"2020-11-29",33427,"4B","F",2100,2100,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",24749,"4C","F",2400,2400,NA,"2020-11-28T08:23:50Z"
1,"2020-11-29",25480,"1F","F",30,30,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",25697,"1A","P",100,230,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",23700,"03","F",300,300,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",22792,"4","F",400,400,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",22361,"1B","T",430,730,"Om","2020-11-28T11:12:34Z"
1,"2020-11-29",29115,"2F","P",800,900,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",32430,"2A","P",930,1030,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",34962,"2B","P",1100,1300,"DM","2020-11-28T11:12:34Z"
1,"2020-11-29",34767,"3B","T",1330,1630,"Dm","2020-11-28T11:12:34Z"
1,"2020-11-29",41556,"DP","P",1700,1930,"EM","2020-11-28T11:12:34Z"
1,"2020-11-29",33486,"4B","F",2100,2100,NA,"2020-11-28T11:12:34Z"
1,"2020-11-29",24723,"4C","F",2400,2400,NA,"2020-11-28T11:12:34Z"
1,"2020-11-30",24442,"1F","F",30,30,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",24865,"1A","P",100,230,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",22970,"03","F",300,300,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",22019,"4","F",400,400,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",21967,"1B","T",430,730,"Om","2020-11-29T08:31:25Z"
1,"2020-11-30",36578,"2F","P",800,900,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",37544,"2A","P",930,1030,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",38053,"2B","P",1100,1300,"DM","2020-11-29T08:31:25Z"
1,"2020-11-30",37338,"3B","T",1330,1630,"Dm","2020-11-29T08:31:25Z"
1,"2020-11-30",42621,"DP","P",1700,1930,"EM","2020-11-29T08:31:25Z"
1,"2020-11-30",34407,"4B","F",2100,2100,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",24735,"4C","F",2400,2400,NA,"2020-11-29T08:31:25Z"
1,"2020-11-30",24415,"1F","F",30,30,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",24833,"1A","P",100,230,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",22895,"03","F",300,300,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",21936,"4","F",400,400,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",21876,"1B","T",430,730,"Om","2020-11-29T10:44:25Z"
1,"2020-11-30",36391,"2F","P",800,900,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",37279,"2A","P",930,1030,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",37912,"2B","P",1100,1300,"DM","2020-11-29T10:44:25Z"
1,"2020-11-30",37206,"3B","T",1330,1630,"Dm","2020-11-29T10:44:25Z"
1,"2020-11-30",42552,"DP","P",1700,1930,"EM","2020-11-29T10:44:25Z"
1,"2020-11-30",34185,"4B","F",2100,2100,NA,"2020-11-29T10:44:25Z"
1,"2020-11-30",24684,"4C","F",2400,2400,NA,"2020-11-29T10:44:25Z"
1,"2020-12-01",24718,"1F","F",30,30,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",25129,"1A","P",100,230,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",23706,"03","F",300,300,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",23232,"4","F",400,400,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",23222,"1B","T",430,730,"Om","2020-11-30T08:37:10Z"
1,"2020-12-01",36665,"2F","P",800,900,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",37421,"2A","P",930,1030,"DM","2020-11-30T08:37:10Z"
1,"2020-12-01",37052,"2B","P",1100,1300,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",37662,"3B","T",1330,1630,"Dm","2020-11-30T08:37:10Z"
1,"2020-12-01",44746,"DP","P",1700,1930,"EM","2020-11-30T08:37:10Z"
1,"2020-12-01",36991,"4B","F",2100,2100,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",26247,"4C","F",2400,2400,NA,"2020-11-30T08:37:10Z"
1,"2020-12-01",24760,"1F","F",30,30,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",25192,"1A","P",100,230,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",24009,"03","F",300,300,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",23520,"4","F",400,400,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",23425,"1B","T",430,730,"Om","2020-11-30T11:24:48Z"
1,"2020-12-01",37204,"2F","P",800,900,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",37099,"2A","P",930,1030,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",37270,"2B","P",1100,1300,"DM","2020-11-30T11:24:48Z"
1,"2020-12-01",37784,"3B","T",1330,1630,"Dm","2020-11-30T11:24:48Z"
1,"2020-12-01",44758,"DP","P",1700,1930,"EM","2020-11-30T11:24:48Z"
1,"2020-12-01",36986,"4B","F",2100,2100,NA,"2020-11-30T11:24:48Z"
1,"2020-12-01",26231,"4C","F",2400,2400,NA,"2020-11-30T11:24:48Z"
1,"2020-12-02",25940,"1F","F",30,30,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",26248,"1A","P",100,230,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",24703,"03","F",300,300,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",23862,"4","F",400,400,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",23705,"1B","T",430,730,"Om","2020-12-01T08:16:50Z"
1,"2020-12-02",37813,"2F","P",800,900,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",38534,"2A","P",930,1030,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",39430,"2B","P",1100,1300,"DM","2020-12-01T08:16:50Z"
1,"2020-12-02",38507,"3B","T",1330,1630,"Dm","2020-12-01T08:16:50Z"
1,"2020-12-02",44252,"DP","P",1700,1930,"EM","2020-12-01T08:16:50Z"
1,"2020-12-02",36693,"4B","F",2100,2100,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",25773,"4C","F",2400,2400,NA,"2020-12-01T08:16:50Z"
1,"2020-12-02",25881,"1F","F",30,30,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",26188,"1A","P",100,230,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",24452,"03","F",300,300,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",23708,"4","F",400,400,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",23667,"1B","T",430,730,"Om","2020-12-01T11:36:41Z"
1,"2020-12-02",38335,"2F","P",800,900,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",38548,"2A","P",930,1030,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",38814,"2B","P",1100,1300,"DM","2020-12-01T11:36:41Z"
1,"2020-12-02",37996,"3B","T",1330,1630,"Dm","2020-12-01T11:36:41Z"
1,"2020-12-02",44150,"DP","P",1700,1930,"EM","2020-12-01T11:36:41Z"
1,"2020-12-02",36442,"4B","F",2100,2100,NA,"2020-12-01T11:36:41Z"
1,"2020-12-02",25874,"4C","F",2400,2400,NA,"2020-12-01T11:36:41Z"
1,"2020-12-03",26545,"1F","F",30,30,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",26877,"1A","P",100,230,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",25552,"03","F",300,300,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",24581,"4","F",400,400,"Om","2020-12-02T08:28:11Z"
1,"2020-12-03",24638,"1B","T",430,730,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",40121,"2F","P",800,900,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",41331,"2A","P",930,1030,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",42694,"2B","P",1100,1300,"DM","2020-12-02T08:28:11Z"
1,"2020-12-03",42010,"3B","T",1330,1630,"Dm","2020-12-02T08:28:11Z"
1,"2020-12-03",46096,"DP","P",1700,1930,"EM","2020-12-02T08:28:11Z"
1,"2020-12-03",38549,"4B","F",2100,2100,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",27002,"4C","F",2400,2400,NA,"2020-12-02T08:28:11Z"
1,"2020-12-03",26501,"1F","F",30,30,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",26862,"1A","P",100,230,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",25533,"03","F",300,300,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",24564,"4","F",400,400,"Om","2020-12-02T11:23:02Z"
1,"2020-12-03",24621,"1B","T",430,730,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",40175,"2F","P",800,900,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",41436,"2A","P",930,1030,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",42732,"2B","P",1100,1300,"DM","2020-12-02T11:23:02Z"
1,"2020-12-03",42074,"3B","T",1330,1630,"Dm","2020-12-02T11:23:02Z"
1,"2020-12-03",46122,"DP","P",1700,1930,"EM","2020-12-02T11:23:02Z"
1,"2020-12-03",38587,"4B","F",2100,2100,NA,"2020-12-02T11:23:02Z"
1,"2020-12-03",27075,"4C","F",2400,2400,NA,"2020-12-02T11:23:02Z"
1,"2020-12-04",26965,"1F","F",30,30,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",27245,"1A","P",100,230,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",25431,"03","F",300,300,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",24612,"4","F",400,400,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",24514,"1B","T",430,730,"Om","2020-12-03T08:38:53Z"
1,"2020-12-04",39669,"2F","P",800,900,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",40454,"2A","P",930,1030,"DM","2020-12-03T08:38:53Z"
1,"2020-12-04",40277,"2B","P",1100,1300,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",39078,"3B","T",1330,1630,"Dm","2020-12-03T08:38:53Z"
1,"2020-12-04",43606,"DP","P",1700,1930,"EM","2020-12-03T08:38:53Z"
1,"2020-12-04",35654,"4B","F",2100,2100,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",27014,"4C","F",2400,2400,NA,"2020-12-03T08:38:53Z"
1,"2020-12-04",27000,"1F","F",30,30,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",27299,"1A","P",100,230,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",25505,"03","F",300,300,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",24678,"4","F",400,400,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",24580,"1B","T",430,730,"Om","2020-12-03T10:54:37Z"
1,"2020-12-04",39742,"2F","P",800,900,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",40422,"2A","P",930,1030,"DM","2020-12-03T10:54:37Z"
1,"2020-12-04",40273,"2B","P",1100,1300,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",39214,"3B","T",1330,1630,"Dm","2020-12-03T10:54:37Z"
1,"2020-12-04",43735,"DP","P",1700,1930,"EM","2020-12-03T10:54:37Z"
1,"2020-12-04",35792,"4B","F",2100,2100,NA,"2020-12-03T10:54:37Z"
1,"2020-12-04",27079,"4C","F",2400,2400,NA,"2020-12-03T10:54:37Z"
1,"2020-12-05",25750,"1F","F",30,30,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",25857,"1A","P",100,230,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",24066,"03","F",300,300,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",23006,"4","F",400,400,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",22542,"1B","T",430,730,"Om","2020-12-04T08:37:11Z"
1,"2020-12-05",33034,"2F","P",800,900,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",34740,"2A","P",930,1030,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",35183,"2B","P",1100,1300,"DM","2020-12-04T08:37:11Z"
1,"2020-12-05",34823,"3B","T",1330,1630,"Dm","2020-12-04T08:37:11Z"
1,"2020-12-05",40671,"DP","P",1700,1930,"EM","2020-12-04T08:37:11Z"
1,"2020-12-05",34622,"4B","F",2100,2100,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",27065,"4C","F",2400,2400,NA,"2020-12-04T08:37:11Z"
1,"2020-12-05",25655,"1F","F",30,30,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",25690,"1A","P",100,230,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",23956,"03","F",300,300,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",22946,"4","F",400,400,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",22501,"1B","T",430,730,"Om","2020-12-04T11:39:52Z"
1,"2020-12-05",32724,"2F","P",800,900,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",34359,"2A","P",930,1030,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",34825,"2B","P",1100,1300,"DM","2020-12-04T11:39:52Z"
1,"2020-12-05",34551,"3B","T",1330,1630,"Dm","2020-12-04T11:39:52Z"
1,"2020-12-05",40637,"DP","P",1700,1930,"EM","2020-12-04T11:39:52Z"
1,"2020-12-05",34632,"4B","F",2100,2100,NA,"2020-12-04T11:39:52Z"
1,"2020-12-05",26967,"4C","F",2400,2400,NA,"2020-12-04T11:39:52Z"
1,"2020-12-06",26510,"1F","F",30,30,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",26706,"1A","P",100,230,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",24702,"03","F",300,300,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",23973,"4","F",400,400,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",23442,"1B","T",430,730,"Om","2020-12-05T08:32:39Z"
1,"2020-12-06",29926,"2F","P",800,900,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",33466,"2A","P",930,1030,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",36057,"2B","P",1100,1300,"DM","2020-12-05T08:32:39Z"
1,"2020-12-06",36242,"3B","T",1330,1630,"Dm","2020-12-05T08:32:39Z"
1,"2020-12-06",43636,"DP","P",1700,1930,"EM","2020-12-05T08:32:39Z"
1,"2020-12-06",35901,"4B","F",2100,2100,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",26649,"4C","F",2400,2400,NA,"2020-12-05T08:32:39Z"
1,"2020-12-06",26424,"1F","F",30,30,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",26643,"1A","P",100,230,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",24646,"03","F",300,300,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",23918,"4","F",400,400,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",23388,"1B","T",430,730,"Om","2020-12-05T11:25:24Z"
1,"2020-12-06",29822,"2F","P",800,900,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",33343,"2A","P",930,1030,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",35815,"2B","P",1100,1300,"DM","2020-12-05T11:25:24Z"
1,"2020-12-06",36043,"3B","T",1330,1630,"Dm","2020-12-05T11:25:24Z"
1,"2020-12-06",43568,"DP","P",1700,1930,"EM","2020-12-05T11:25:24Z"
1,"2020-12-06",35837,"4B","F",2100,2100,NA,"2020-12-05T11:25:24Z"
1,"2020-12-06",26604,"4C","F",2400,2400,NA,"2020-12-05T11:25:24Z"
1,"2020-12-07",26473,"1F","F",30,30,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",27089,"1A","P",100,230,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",25564,"03","F",300,300,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",24628,"4","F",400,400,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",24542,"1B","T",430,730,"Om","2020-12-06T08:38:06Z"
1,"2020-12-07",40459,"2F","P",800,900,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",41242,"2A","P",930,1030,"DM","2020-12-06T08:38:06Z"
1,"2020-12-07",41052,"2B","P",1100,1300,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",40677,"3B","T",1330,1630,"Dm","2020-12-06T08:38:06Z"
1,"2020-12-07",46354,"DP","P",1700,1930,"EM","2020-12-06T08:38:06Z"
1,"2020-12-07",37988,"4B","F",2100,2100,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",26600,"4C","F",2400,2400,NA,"2020-12-06T08:38:06Z"
1,"2020-12-07",26323,"1F","F",30,30,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",26891,"1A","P",100,230,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",25963,"03","F",300,300,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",25321,"4","F",400,400,"Om","2020-12-06T11:06:53Z"
1,"2020-12-07",25379,"1B","T",430,730,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",40713,"2F","P",800,900,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",41404,"2A","P",930,1030,"DM","2020-12-06T11:06:53Z"
1,"2020-12-07",41312,"2B","P",1100,1300,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",40889,"3B","T",1330,1630,"Dm","2020-12-06T11:06:53Z"
1,"2020-12-07",46438,"DP","P",1700,1930,"EM","2020-12-06T11:06:53Z"
1,"2020-12-07",38737,"4B","F",2100,2100,NA,"2020-12-06T11:06:53Z"
1,"2020-12-07",26753,"4C","F",2400,2400,NA,"2020-12-06T11:06:53Z"
1,"2020-12-08",26572,"1F","F",30,30,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",26994,"1A","P",100,230,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",25731,"03","F",300,300,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",24937,"4","F",400,400,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",24864,"1B","T",430,730,"Om","2020-12-07T08:29:19Z"
1,"2020-12-08",40509,"2F","P",800,900,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",40907,"2A","P",930,1030,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",40983,"2B","P",1100,1300,"DM","2020-12-07T08:29:19Z"
1,"2020-12-08",41207,"3B","T",1330,1630,"Dm","2020-12-07T08:29:19Z"
1,"2020-12-08",46757,"DP","P",1700,1930,"EM","2020-12-07T08:29:19Z"
1,"2020-12-08",39055,"4B","F",2100,2100,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",27509,"4C","F",2400,2400,NA,"2020-12-07T08:29:19Z"
1,"2020-12-08",26535,"1F","F",30,30,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",26982,"1A","P",100,230,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",25710,"03","F",300,300,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",24910,"4","F",400,400,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",24852,"1B","T",430,730,"Om","2020-12-07T11:44:38Z"
1,"2020-12-08",40481,"2F","P",800,900,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",40875,"2A","P",930,1030,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",40980,"2B","P",1100,1300,"DM","2020-12-07T11:44:38Z"
1,"2020-12-08",41254,"3B","T",1330,1630,"Dm","2020-12-07T11:44:38Z"
1,"2020-12-08",46885,"DP","P",1700,1930,"EM","2020-12-07T11:44:38Z"
1,"2020-12-08",39132,"4B","F",2100,2100,NA,"2020-12-07T11:44:38Z"
1,"2020-12-08",27660,"4C","F",2400,2400,NA,"2020-12-07T11:44:38Z"
1,"2020-12-09",27136,"1F","F",30,30,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",27480,"1A","P",100,230,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",25982,"03","F",300,300,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",25369,"4","F",400,400,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",25133,"1B","T",430,730,"Om","2020-12-08T08:43:51Z"
1,"2020-12-09",40095,"2F","P",800,900,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",40832,"2A","P",930,1030,"DM","2020-12-08T08:43:51Z"
1,"2020-12-09",40651,"2B","P",1100,1300,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",41043,"3B","T",1330,1630,"Dm","2020-12-08T08:43:51Z"
1,"2020-12-09",45579,"DP","P",1700,1930,"EM","2020-12-08T08:43:51Z"
1,"2020-12-09",38334,"4B","F",2100,2100,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",26544,"4C","F",2400,2400,NA,"2020-12-08T08:43:51Z"
1,"2020-12-09",27099,"1F","F",30,30,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",27415,"1A","P",100,230,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",25902,"03","F",300,300,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",25297,"4","F",400,400,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",25062,"1B","T",430,730,"Om","2020-12-08T11:08:26Z"
1,"2020-12-09",40023,"2F","P",800,900,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",40737,"2A","P",930,1030,"DM","2020-12-08T11:08:26Z"
1,"2020-12-09",40662,"2B","P",1100,1300,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",41062,"3B","T",1330,1630,"Dm","2020-12-08T11:08:26Z"
1,"2020-12-09",45521,"DP","P",1700,1930,"EM","2020-12-08T11:08:26Z"
1,"2020-12-09",38297,"4B","F",2100,2100,NA,"2020-12-08T11:08:26Z"
1,"2020-12-09",26477,"4C","F",2400,2400,NA,"2020-12-08T11:08:26Z"
1,"2020-12-10",26747,"1F","F",30,30,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",26869,"1A","P",100,230,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",25033,"03","F",300,300,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",24407,"4","F",400,400,NA,"2020-12-09T08:34:24Z"
1,"2020-12-10",24379,"1B","T",430,730,"Om","2020-12-09T08:34:24Z"
